GrkSortIncl	OGNT	N1904
998	μητέρα	μητέρα
999	αὐτοῦ	αὐτοῦ
1000	καὶ	καὶ
1001	πορεύου	πορεύου
1002	εἰς	εἰς
1003	γῆν	γῆν
1004	Ἰσραήλ	Ἰσραήλ·
1005	τεθνήκασιν	τεθνήκασιν
1006	γὰρ	γὰρ
1007	οἱ	οἱ
1008	ζητοῦντες	ζητοῦντες
1009	τὴν	τὴν
1010	ψυχὴν	ψυχὴν
1011	τοῦ	τοῦ
1012	παιδίου	παιδίου.
1017	Ὁ	Ὁ
1018	δὲ	δὲ
1019	ἐγερθεὶς	ἐγερθεὶς
1020	παρέλαβεν	παρέλαβεν
1021	τὸ	τὸ
1022	παιδίον	παιδίον
1023	καὶ	καὶ
1024	τὴν	τὴν
1025	μητέρα	μητέρα
1026	αὐτοῦ	αὐτοῦ
1027	καὶ	καὶ
1028	εἰσῆλθεν	εἰσῆλθεν
1029	εἰς	εἰς
1030	γῆν	γῆν
1031	Ἰσραήλ	Ἰσραήλ.
1036	ἀκούσας	ἀκούσας
1037	δὲ	δὲ
1038	ὅτι	ὅτι
1039	Ἀρχέλαος	Ἀρχέλαος
1040	βασιλεύει	βασιλεύει
1041	τῆς	τῆς
1042	Ἰουδαίας	Ἰουδαίας
1043	ἀντὶ	ἀντὶ
1044	τοῦ	τοῦ
1045	πατρὸς	πατρὸς
1046	αὐτοῦ	αὐτοῦ
1047	Ἡρῴδου	Ἡρῴδου
1048	ἐφοβήθη	ἐφοβήθη
1049	ἐκεῖ	ἐκεῖ
1050	ἀπελθεῖν	ἀπελθεῖν·
1051	χρηματισθεὶς	χρηματισθεὶς
1052	δὲ	δὲ
1053	κατ᾽	κατ᾽
1054	ὄναρ	ὄναρ
1055	ἀνεχώρησεν	ἀνεχώρησεν
1056	εἰς	εἰς
1057	τὰ	τὰ
1058	μέρη	μέρη
1059	τῆς	τῆς
1060	Γαλιλαίας	Γαλιλαίας,
1065	καὶ	καὶ
1066	ἐλθὼν	ἐλθὼν
1067	κατῴκησεν	κατῴκησεν
1068	εἰς	εἰς
1069	πόλιν	πόλιν
1070	λεγομένην	λεγομένην
1071	Ναζαρέτ	Ναζαρέτ·
1072	ὅπως	ὅπως
1073	πληρωθῇ	πληρωθῇ
1074	τὸ	τὸ
1075	ῥηθὲν	ῥηθὲν
1076	διὰ	διὰ
1077	τῶν	τῶν
1078	προφητῶν	προφητῶν
1079	ὅτι	ὅτι
1080	Ναζωραῖος	“Ναζωραῖος
1081	κληθήσεται	κληθήσεται.
1086	Ἐν	Ἐν
1087	δὲ	δὲ
1088	ταῖς	ταῖς
1089	ἡμέραις	ἡμέραις
1090	ἐκείναις	ἐκείναις
1091	παραγίνεται	παραγίνεται
1092	Ἰωάννης	Ἰωάννης
1093	ὁ	ὁ
1094	βαπτιστὴς	βαπτιστὴς
1095	κηρύσσων	κηρύσσων
1096	ἐν	ἐν
1097	τῇ	τῇ
1098	ἐρήμῳ	ἐρήμῳ
1099	τῆς	τῆς
1100	Ἰουδαίας	Ἰουδαίας,
1105	καὶ	＊
1106	λέγων	λέγων
1107	Μετανοεῖτε	“Μετανοεῖτε·
1108	ἤγγικεν	ἤγγικεν
1109	γὰρ	γὰρ
1110	ἡ	ἡ
1111	βασιλεία	βασιλεία
1112	τῶν	τῶν
1113	οὐρανῶν	οὐρανῶν.
1118	οὗτος	οὗτος
1119	γάρ	γάρ
1120	ἐστιν	ἐστιν
1121	ὁ	ὁ
1122	ῥηθεὶς	ῥηθεὶς
1123	διὰ	διὰ
1124	Ἠσαΐου	Ἠσαΐου
1125	τοῦ	τοῦ
1126	προφήτου	προφήτου
1127	λέγοντος	λέγοντος
1128	Φωνὴ	“Φωνὴ
1129	βοῶντος	βοῶντος
1130	ἐν	ἐν
1131	τῇ	τῇ
1132	ἐρήμῳ	ἐρήμῳ
1133	Ἑτοιμάσατε	‘Ἑτοιμάσατε
1134	τὴν	τὴν
1135	ὁδὸν	ὁδὸν
1136	Κυρίου	Κυρίου,
1137	εὐθείας	εὐθείας
1138	ποιεῖτε	ποιεῖτε
1139	τὰς	τὰς
1140	τρίβους	τρίβους
1141	αὐτοῦ	αὐτοῦ.᾽”
1146	Αὐτὸς	Αὐτὸς
1147	δὲ	δὲ
1148	ὁ	ὁ
1149	Ἰωάννης	Ἰωάννης
1150	εἶχεν	εἶχεν
1151	τὸ	τὸ
1152	ἔνδυμα	ἔνδυμα
1153	αὐτοῦ	αὐτοῦ
1154	ἀπὸ	ἀπὸ
1155	τριχῶν	τριχῶν
1156	καμήλου	καμήλου
1157	καὶ	καὶ
1158	ζώνην	ζώνην
1159	δερματίνην	δερματίνην
1160	περὶ	περὶ
1161	τὴν	τὴν
1162	ὀσφὺν	ὀσφὺν
1163	αὐτοῦ	αὐτοῦ·
1164	ἡ	ἡ
1165	δὲ	δὲ
1166	τροφὴ	τροφὴ
1167	ἦν	ἦν
1168	αὐτοῦ	αὐτοῦ
1169	ἀκρίδες	ἀκρίδες
1170	καὶ	καὶ
1171	μέλι	μέλι
1172	ἄγριον	ἄγριον.
1177	Τότε	Τότε
1178	ἐξεπορεύετο	ἐξεπορεύετο
1179	πρὸς	πρὸς
1180	αὐτὸν	αὐτὸν
1181	Ἱεροσόλυμα	Ἱεροσόλυμα
1182	καὶ	καὶ
1183	πᾶσα	πᾶσα
1184	ἡ	ἡ
1185	Ἰουδαία	Ἰουδαία
1186	καὶ	καὶ
1187	πᾶσα	πᾶσα
1188	ἡ	ἡ
1189	περίχωρος	περίχωρος
1190	τοῦ	τοῦ
1191	Ἰορδάνου	Ἰορδάνου,
1196	καὶ	καὶ
1197	ἐβαπτίζοντο	ἐβαπτίζοντο
1198	ἐν	ἐν
1199	τῷ	τῷ
1200	Ἰορδάνῃ	Ἰορδάνῃ
1201	ποταμῷ	ποταμῷ
1202	ὑπ᾽	ὑπ᾽
1203	αὐτοῦ	αὐτοῦ
1204	ἐξομολογούμενοι	ἐξομολογούμενοι
1205	τὰς	τὰς
1206	ἁμαρτίας	ἁμαρτίας
1207	αὐτῶν	αὐτῶν.
1212	Ἰδὼν	Ἰδὼν
1213	δὲ	δὲ
1214	πολλοὺς	πολλοὺς
1215	τῶν	τῶν
1216	Φαρισαίων	Φαρισαίων
1217	καὶ	καὶ
1218	Σαδδουκαίων	Σαδδουκαίων
1219	ἐρχομένους	ἐρχομένους
1220	ἐπὶ	ἐπὶ
1221	τὸ	τὸ
1222	βάπτισμα	βάπτισμα
1223	αὐτοῦ	＊
1224	εἶπεν	εἶπεν
1225	αὐτοῖς	αὐτοῖς
1226	Γεννήματα	“Γεννήματα
1227	ἐχιδνῶν	ἐχιδνῶν,
1228	τίς	τίς
1229	ὑπέδειξεν	ὑπέδειξεν
1230	ὑμῖν	ὑμῖν
1231	φυγεῖν	φυγεῖν
1232	ἀπὸ	ἀπὸ
1233	τῆς	τῆς
1234	μελλούσης	μελλούσης
1235	ὀργῆς	ὀργῆς;
1240	ποιήσατε	ποιήσατε
1241	οὖν	οὖν
1242	καρπὸν	καρπὸν
1243	ἄξιον	ἄξιον
1244	τῆς	τῆς
1245	μετανοίας	μετανοίας·
1250	καὶ	καὶ
1251	μὴ	μὴ
1252	δόξητε	δόξητε
1253	λέγειν	λέγειν
1254	ἐν	ἐν
1255	ἑαυτοῖς	ἑαυτοῖς
1256	Πατέρα	‘Πατέρα
1257	ἔχομεν	ἔχομεν
1258	τὸν	τὸν
1259	Ἀβραάμ	Ἀβραάμ·
1260	λέγω	λέγω
1261	γὰρ	γὰρ
1262	ὑμῖν	ὑμῖν
1263	ὅτι	ὅτι
1264	δύναται	δύναται
1265	ὁ	ὁ
1266	Θεὸς	Θεὸς
1267	ἐκ	ἐκ
1268	τῶν	τῶν
1269	λίθων	λίθων
1270	τούτων	τούτων
1271	ἐγεῖραι	ἐγεῖραι
1272	τέκνα	τέκνα
1273	τῷ	τῷ
1274	Ἀβραάμ	Ἀβραάμ.
1279	ἤδη	ἤδη
1280	δὲ	δὲ
1281	ἡ	ἡ
1282	ἀξίνη	ἀξίνη
1283	πρὸς	πρὸς
1284	τὴν	τὴν
1285	ῥίζαν	ῥίζαν
1286	τῶν	τῶν
1287	δένδρων	δένδρων
1288	κεῖται	κεῖται·
1289	πᾶν	πᾶν
1290	οὖν	οὖν
1291	δένδρον	δένδρον
1292	μὴ	μὴ
1293	ποιοῦν	ποιοῦν
1294	καρπὸν	καρπὸν
1295	καλὸν	καλὸν
1296	ἐκκόπτεται	ἐκκόπτεται
1297	καὶ	καὶ
1298	εἰς	εἰς
1299	πῦρ	πῦρ
1300	βάλλεται	βάλλεται.
1305	Ἐγὼ	Ἐγὼ
1306	μὲν	μὲν
1307	ὑμᾶς	ὑμᾶς
1308	βαπτίζω	βαπτίζω
1309	ἐν	ἐν
1310	ὕδατι	ὕδατι
1311	εἰς	εἰς
1312	μετάνοιαν	μετάνοιαν·
1313	ὁ	ὁ
1314	δὲ	δὲ
1315	ὀπίσω	ὀπίσω
1316	μου	μου
1317	ἐρχόμενος	ἐρχόμενος
1318	ἰσχυρότερός	ἰσχυρότερός
1319	μού	μού
1320	ἐστιν	ἐστιν,
1321	οὗ	οὗ
1322	οὐκ	οὐκ
1323	εἰμὶ	εἰμὶ
1324	ἱκανὸς	ἱκανὸς
1325	τὰ	τὰ
1326	ὑποδήματα	ὑποδήματα
1327	βαστάσαι	βαστάσαι·
1328	αὐτὸς	αὐτὸς
1329	ὑμᾶς	ὑμᾶς
1330	βαπτίσει	βαπτίσει
1331	ἐν	ἐν
1332	Πνεύματι	Πνεύματι
1333	Ἁγίῳ	Ἁγίῳ
1334	καὶ	καὶ
1335	πυρί	πυρί·
1340	οὗ	οὗ
1341	τὸ	τὸ
1342	πτύον	πτύον
1343	ἐν	ἐν
1344	τῇ	τῇ
1345	χειρὶ	χειρὶ
1346	αὐτοῦ	αὐτοῦ,
1347	καὶ	καὶ
1348	διακαθαριεῖ	διακαθαριεῖ
1349	τὴν	τὴν
1350	ἅλωνα	ἅλωνα
1351	αὐτοῦ	αὐτοῦ,
1352	καὶ	καὶ
1353	συνάξει	συνάξει
1354	τὸν	τὸν
1355	σῖτον	σῖτον
1356	αὐτοῦ	αὐτοῦ
1357	εἰς	εἰς
1358	τὴν	τὴν
1359	ἀποθήκην	ἀποθήκην,
1360	τὸ	τὸ
1361	δὲ	δὲ
1362	ἄχυρον	ἄχυρον
1363	κατακαύσει	κατακαύσει
1364	πυρὶ	πυρὶ
1365	ἀσβέστῳ	ἀσβέστῳ.
1370	Τότε	Τότε
1371	παραγίνεται	παραγίνεται
1372	ὁ	ὁ
1373	Ἰησοῦς	Ἰησοῦς
1374	ἀπὸ	ἀπὸ
1375	τῆς	τῆς
1376	Γαλιλαίας	Γαλιλαίας
1377	ἐπὶ	ἐπὶ
1378	τὸν	τὸν
1379	Ἰορδάνην	Ἰορδάνην
1380	πρὸς	πρὸς
1381	τὸν	τὸν
1382	Ἰωάννην	Ἰωάννην
1383	τοῦ	τοῦ
1384	βαπτισθῆναι	βαπτισθῆναι
1385	ὑπ᾽	ὑπ᾽
1386	αὐτοῦ	αὐτοῦ.
1391	ὁ	ὁ
1392	δὲ	δὲ
1393	Ἰωάννης	＊
1394	διεκώλυεν	διεκώλυεν
1395	αὐτὸν	αὐτὸν
1396	λέγων	λέγων
1397	Ἐγὼ	“Ἐγὼ
1398	χρείαν	χρείαν
1399	ἔχω	ἔχω
1400	ὑπὸ	ὑπὸ
1401	σοῦ	σοῦ
1402	βαπτισθῆναι	βαπτισθῆναι,
1403	καὶ	καὶ
1404	σὺ	σὺ
1405	ἔρχῃ	ἔρχῃ
1406	πρός	πρός
1407	με	με;
1412	Ἀποκριθεὶς	Ἀποκριθεὶς
1413	δὲ	δὲ
1414	ὁ	ὁ
1415	Ἰησοῦς	Ἰησοῦς
1416	εἶπεν	εἶπεν
1417	πρὸς	＊
1418	αὐτόν	＊
1419	Ἄφες	“Ἄφες
1420	ἄρτι	ἄρτι·
1421	οὕτως	οὕτως
1422	γὰρ	γὰρ
1423	πρέπον	πρέπον
1424	ἐστὶν	ἐστὶν
1425	ἡμῖν	ἡμῖν
1426	πληρῶσαι	πληρῶσαι
1427	πᾶσαν	πᾶσαν
1428	δικαιοσύνην	δικαιοσύνην.
1429	τότε	τότε
1430	ἀφίησιν	ἀφίησιν
1431	αὐτόν	αὐτόν.
1436	Βαπτισθεὶς	Βαπτισθεὶς
1437	δὲ	δὲ
1438	ὁ	ὁ
1439	Ἰησοῦς	Ἰησοῦς
1440	εὐθὺς	εὐθὺς
1441	ἀνέβη	ἀνέβη
1442	ἀπὸ	ἀπὸ
1443	τοῦ	τοῦ
1444	ὕδατος	ὕδατος·
1445	καὶ	καὶ
1446	ἰδοὺ	ἰδοὺ
1447	ἠνεῴχθησαν	ἠνεῴχθησαν
1448	αὐτῷ	＊
1449	οἱ	οἱ
1450	οὐρανοί	οὐρανοί,
1451	καὶ	καὶ
1452	εἶδεν	εἶδεν
1453	τὸ	＊
1454	Πνεῦμα	Πνεῦμα
1455	τοῦ	＊
1456	Θεοῦ	Θεοῦ
1457	καταβαῖνον	καταβαῖνον
1458	ὡσεὶ	ὡσεὶ
1459	περιστερὰν	περιστερὰν
1460	καὶ	＊
1461	ἐρχόμενον	ἐρχόμενον
1462	ἐπ᾽	ἐπ᾽
1463	αὐτόν	αὐτόν·
1468	καὶ	καὶ
1469	ἰδοὺ	ἰδοὺ
1470	φωνὴ	φωνὴ
1471	ἐκ	ἐκ
1472	τῶν	τῶν
1473	οὐρανῶν	οὐρανῶν
1474	λέγουσα	λέγουσα
1475	Οὗτός	“Οὗτός
1476	ἐστιν	ἐστιν
1477	ὁ	ὁ
1478	Υἱός	Υἱός
1479	μου	μου
1480	ὁ	ὁ
1481	ἀγαπητός	ἀγαπητός,
1482	ἐν	ἐν
1483	ᾧ	ᾧ
1484	εὐδόκησα	εὐδόκησα.
1489	Τότε	Τότε
1490	ὁ	ὁ
1491	Ἰησοῦς	Ἰησοῦς
1492	ἀνήχθη	ἀνήχθη
1493	εἰς	εἰς
1494	τὴν	τὴν
1495	ἔρημον	ἔρημον
1496	ὑπὸ	ὑπὸ
1497	τοῦ	τοῦ
1498	Πνεύματος	Πνεύματος,
1499	πειρασθῆναι	πειρασθῆναι
1500	ὑπὸ	ὑπὸ
1501	τοῦ	τοῦ
1502	διαβόλου	διαβόλου.
1507	καὶ	καὶ
1508	νηστεύσας	νηστεύσας
1509	ἡμέρας	ἡμέρας
1510	τεσσεράκοντα	τεσσεράκοντα
1511	καὶ	καὶ
1512	τεσσεράκοντα	τεσσεράκοντα ⇔
1513	νύκτας	νύκτας
1514	ὕστερον	ὕστερον
1515	ἐπείνασεν	ἐπείνασεν.
1520	Καὶ	Καὶ
1521	προσελθὼν	προσελθὼν
1522	ὁ	ὁ
1523	πειράζων	πειράζων
1524	εἶπεν	εἶπεν
1525	αὐτῷ	αὐτῷ
1526	Εἰ	“Εἰ
1527	Υἱὸς	Υἱὸς
1528	εἶ	εἶ
1529	τοῦ	τοῦ
1530	Θεοῦ	Θεοῦ,
1531	εἰπὲ	εἰπὲ
1532	ἵνα	ἵνα
1533	οἱ	οἱ
1534	λίθοι	λίθοι
1535	οὗτοι	οὗτοι
1536	ἄρτοι	ἄρτοι
1537	γένωνται	γένωνται.
1542	Ὁ	Ὁ
1543	δὲ	δὲ
1544	ἀποκριθεὶς	ἀποκριθεὶς
1545	εἶπεν	εἶπεν
1546	Γέγραπται	“Γέγραπται
1547	Οὐκ	‘Οὐκ
1548	ἐπ᾽	ἐπ᾽
1549	ἄρτῳ	ἄρτῳ
1550	μόνῳ	μόνῳ
1551	ζήσεται	ζήσεται
1552	ὁ	ὁ
1553	ἄνθρωπος	ἄνθρωπος,
1554	Ἀλλ᾽	Ἀλλ᾽
1555	ἐπὶ	ἐπὶ
1556	παντὶ	παντὶ
1557	ῥήματι	ῥήματι
1558	ἐκπορευομένῳ	ἐκπορευομένῳ
1559	διὰ	διὰ
1560	στόματος	στόματος
1561	Θεοῦ	Θεοῦ.᾽
1566	Τότε	Τότε
1567	παραλαμβάνει	παραλαμβάνει
1568	αὐτὸν	αὐτὸν
1569	ὁ	ὁ
1570	διάβολος	διάβολος
1571	εἰς	εἰς
1572	τὴν	τὴν
1573	ἁγίαν	ἁγίαν
1574	πόλιν	πόλιν,
1575	καὶ	καὶ
1576	ἔστησεν	ἔστησεν
1577	αὐτὸν	αὐτὸν
1578	ἐπὶ	ἐπὶ
1579	τὸ	τὸ
1580	πτερύγιον	πτερύγιον
1581	τοῦ	τοῦ
1582	ἱεροῦ	ἱεροῦ,
1587	καὶ	καὶ
1588	λέγει	λέγει
1589	αὐτῷ	αὐτῷ
1590	Εἰ	“Εἰ
1591	Υἱὸς	Υἱὸς
1592	εἶ	εἶ
1593	τοῦ	τοῦ
1594	Θεοῦ	Θεοῦ,
1595	βάλε	βάλε
1596	σεαυτὸν	σεαυτὸν
1597	κάτω	κάτω·
1598	γέγραπται	γέγραπται
1599	γὰρ	γὰρ
1600	ὅτι	ὅτι
1601	Τοῖς	‘Τοῖς
1602	ἀγγέλοις	ἀγγέλοις
1603	αὐτοῦ	αὐτοῦ
1604	ἐντελεῖται	ἐντελεῖται
1605	περὶ	περὶ
1606	σοῦ	σοῦ
1607	καὶ	καὶ
1608	ἐπὶ	ἐπὶ
1609	χειρῶν	χειρῶν
1610	ἀροῦσίν	ἀροῦσίν
1611	σε	σε,
1612	＠	μή‿
1612a	μήποτε	＊
1613	＠	ποτε
1614	προσκόψῃς	προσκόψῃς
1615	πρὸς	πρὸς
1616	λίθον	λίθον
1617	τὸν	τὸν
1618	πόδα	πόδα
1619	σου	σου.᾽
1624	Ἔφη	Ἔφη
1625	αὐτῷ	αὐτῷ
1626	ὁ	ὁ
1627	Ἰησοῦς	Ἰησοῦς
1628	Πάλιν	“Πάλιν
1629	γέγραπται	γέγραπται
1630	Οὐκ	‘Οὐκ
1631	ἐκπειράσεις	ἐκπειράσεις
1632	Κύριον	Κύριον
1633	τὸν	τὸν
1634	Θεόν	Θεόν
1635	σου	σου.᾽
1640	Πάλιν	Πάλιν
1641	παραλαμβάνει	παραλαμβάνει
1642	αὐτὸν	αὐτὸν
1643	ὁ	ὁ
1644	διάβολος	διάβολος
1645	εἰς	εἰς
1646	ὄρος	ὄρος
1647	ὑψηλὸν	ὑψηλὸν
1648	λίαν	λίαν,
1649	καὶ	καὶ
1650	δείκνυσιν	δείκνυσιν
1651	αὐτῷ	αὐτῷ
1652	πάσας	πάσας
1653	τὰς	τὰς
1654	βασιλείας	βασιλείας
1655	τοῦ	τοῦ
1656	κόσμου	κόσμου
1657	καὶ	καὶ
1658	τὴν	τὴν
1659	δόξαν	δόξαν
1660	αὐτῶν	αὐτῶν,
1665	καὶ	καὶ
1666	εἶπεν	εἶπεν
1667	αὐτῷ	αὐτῷ
1668	Ταῦτά	“Ταῦτά
1669	σοι	σοι
1670	πάντα	πάντα
1671	δώσω	δώσω,
1672	ἐὰν	ἐὰν
1673	πεσὼν	πεσὼν
1674	προσκυνήσῃς	προσκυνήσῃς
1675	μοι	μοι.
1680	Τότε	Τότε
1681	λέγει	λέγει
1682	αὐτῷ	αὐτῷ
1683	ὁ	ὁ
1684	Ἰησοῦς	Ἰησοῦς
1685	Ὕπαγε	“Ὕπαγε,
1686	Σατανᾶ	Σατανᾶ·
1687	γέγραπται	γέγραπται
1688	γάρ	γάρ
1689	Κύριον	‘Κύριον
1690	τὸν	τὸν
1691	θεόν	θεόν
1692	σου	σου
1693	προσκυνήσεις	προσκυνήσεις
1694	καὶ	καὶ
1695	αὐτῷ	αὐτῷ
1696	μόνῳ	μόνῳ
1697	λατρεύσεις	λατρεύσεις.᾽
1702	Τότε	Τότε
1703	ἀφίησιν	ἀφίησιν
1704	αὐτὸν	αὐτὸν
1705	ὁ	ὁ
1706	διάβολος	διάβολος,
1707	καὶ	καὶ
1708	ἰδοὺ	ἰδοὺ
1709	ἄγγελοι	ἄγγελοι
1710	προσῆλθον	προσῆλθον
1711	καὶ	καὶ
1712	διηκόνουν	διηκόνουν
1713	αὐτῷ	αὐτῷ.
1718	Ἀκούσας	Ἀκούσας
1719	δὲ	δὲ
1720	ὅτι	ὅτι
1721	Ἰωάννης	Ἰωάννης
1722	παρεδόθη	παρεδόθη
1723	ἀνεχώρησεν	ἀνεχώρησεν
1724	εἰς	εἰς
1725	τὴν	τὴν
1726	Γαλιλαίαν	Γαλιλαίαν.
1731	καὶ	καὶ
1732	καταλιπὼν	καταλιπὼν
1733	τὴν	τὴν
1734	Ναζαρὰ	Ναζαρὰ
1735	ἐλθὼν	ἐλθὼν
1736	κατῴκησεν	κατῴκησεν
1737	εἰς	εἰς
1738	Καφαρναοὺμ	Καφαρναοὺμ
1739	τὴν	τὴν
1740	παραθαλασσίαν	παραθαλασσίαν
1741	ἐν	ἐν
1742	ὁρίοις	ὁρίοις
1743	Ζαβουλὼν	Ζαβουλὼν
1744	καὶ	καὶ
1745	Νεφθαλίμ	Νεφθαλίμ·
1750	ἵνα	ἵνα
1751	πληρωθῇ	πληρωθῇ
1752	τὸ	τὸ
1753	ῥηθὲν	ῥηθὲν
1754	διὰ	διὰ
1755	Ἠσαΐου	Ἠσαΐου
1756	τοῦ	τοῦ
1757	προφήτου	προφήτου
1758	λέγοντος	λέγοντος
1763	Γῆ	“Γῆ
1764	Ζαβουλὼν	Ζαβουλὼν
1765	καὶ	καὶ
1766	γῆ	γῆ
1767	Νεφθαλίμ	Νεφθαλίμ,
1768	ὁδὸν	ὁδὸν
1769	θαλάσσης	θαλάσσης,
1770	πέραν	πέραν
1771	τοῦ	τοῦ
1772	Ἰορδάνου	Ἰορδάνου,
1773	Γαλιλαία	Γαλιλαία
1774	τῶν	τῶν
1775	ἐθνῶν	ἐθνῶν,
1780	ὁ	ὁ
1781	λαὸς	λαὸς
1782	ὁ	ὁ
1783	καθήμενος	καθήμενος
1784	ἐν	ἐν
1785	σκοτίᾳ	σκοτίᾳ
1786	φῶς	φῶς
1787	εἶδεν	εἶδεν
1788	μέγα	μέγα,
1789	καὶ	καὶ
1790	τοῖς	τοῖς
1791	καθημένοις	καθημένοις
1792	ἐν	ἐν
1793	χώρᾳ	χώρᾳ
1794	καὶ	καὶ
1795	σκιᾷ	σκιᾷ
1796	θανάτου	θανάτου
1797	φῶς	φῶς
1798	ἀνέτειλεν	ἀνέτειλεν
1799	αὐτοῖς	αὐτοῖς.”
1804	Ἀπὸ	Ἀπὸ
1805	τότε	τότε
1806	ἤρξατο	ἤρξατο
1807	ὁ	ὁ
1808	Ἰησοῦς	Ἰησοῦς
1809	κηρύσσειν	κηρύσσειν
1810	καὶ	καὶ
1811	λέγειν	λέγειν
1812	Μετανοεῖτε	“Μετανοεῖτε,
1813	ἤγγικεν	ἤγγικεν
1814	γὰρ	γὰρ
1815	ἡ	ἡ
1816	βασιλεία	βασιλεία
1817	τῶν	τῶν
1818	οὐρανῶν	οὐρανῶν.
1823	Περιπατῶν	Περιπατῶν
1824	δὲ	δὲ
1825	παρὰ	παρὰ
1826	τὴν	τὴν
1827	θάλασσαν	θάλασσαν
1828	τῆς	τῆς
1829	Γαλιλαίας	Γαλιλαίας
1830	εἶδεν	εἶδεν
1831	δύο	δύο
1832	ἀδελφούς	ἀδελφούς,
1833	Σίμωνα	Σίμωνα
1834	τὸν	τὸν
1835	λεγόμενον	λεγόμενον
1836	Πέτρον	Πέτρον
1837	καὶ	καὶ
1838	Ἀνδρέαν	Ἀνδρέαν
1839	τὸν	τὸν
1840	ἀδελφὸν	ἀδελφὸν
1841	αὐτοῦ	αὐτοῦ,
1842	βάλλοντας	βάλλοντας
1843	ἀμφίβληστρον	ἀμφίβληστρον
1844	εἰς	εἰς
1845	τὴν	τὴν
1846	θάλασσαν	θάλασσαν·
1847	ἦσαν	ἦσαν
1848	γὰρ	γὰρ
1849	ἁλιεῖς	ἁλιεῖς.
1854	καὶ	καὶ
1855	λέγει	λέγει
1856	αὐτοῖς	αὐτοῖς
1857	Δεῦτε	“Δεῦτε
1858	ὀπίσω	ὀπίσω
1859	μου	μου,
1860	καὶ	καὶ
1861	ποιήσω	ποιήσω
1862	ὑμᾶς	ὑμᾶς
1863	ἁλιεῖς	ἁλιεῖς
1864	ἀνθρώπων	ἀνθρώπων.
1869	οἱ	οἱ
1870	δὲ	δὲ
1871	εὐθέως	εὐθέως
1872	ἀφέντες	ἀφέντες
1873	τὰ	τὰ
1874	δίκτυα	δίκτυα
1875	ἠκολούθησαν	ἠκολούθησαν
1876	αὐτῷ	αὐτῷ.
1881	Καὶ	Καὶ
1882	προβὰς	προβὰς
1883	ἐκεῖθεν	ἐκεῖθεν
1884	εἶδεν	εἶδεν
1885	ἄλλους	ἄλλους
1886	δύο	δύο
1887	ἀδελφούς	ἀδελφούς,
1888	Ἰάκωβον	Ἰάκωβον
1889	τὸν	τὸν
1890	τοῦ	τοῦ
1891	Ζεβεδαίου	Ζεβεδαίου
1892	καὶ	καὶ
1893	Ἰωάννην	Ἰωάννην
1894	τὸν	τὸν
1895	ἀδελφὸν	ἀδελφὸν
1896	αὐτοῦ	αὐτοῦ,
1897	ἐν	ἐν
1898	τῷ	τῷ
1899	πλοίῳ	πλοίῳ
1900	μετὰ	μετὰ
1901	Ζεβεδαίου	Ζεβεδαίου
1902	τοῦ	τοῦ
1903	πατρὸς	πατρὸς
1904	αὐτῶν	αὐτῶν
1905	καταρτίζοντας	καταρτίζοντας
1906	τὰ	τὰ
1907	δίκτυα	δίκτυα
1908	αὐτῶν	αὐτῶν·
1909	καὶ	καὶ
1910	ἐκάλεσεν	ἐκάλεσεν
