FEATURESsort1	OGNTsort	NA27id
095181	095181	46.12.31!10
095182	095182	46.12.31!11
095183	095183	46.12.31!12
095184	095184	46.12.31!13
095185	095185	46.13.1!1
095186	095186	46.13.1!2
095187	095187	46.13.1!3
095188	095188	46.13.1!4
095189	095189	46.13.1!5
095190	095190	46.13.1!6
095191	095191	46.13.1!7
095192	095192	46.13.1!8
095193	095193	46.13.1!9
095194	095194	46.13.1!10
095195	095195	46.13.1!11
095196	095196	46.13.1!12
095197	095197	46.13.1!13
095198	095198	46.13.1!14
095199	095199	46.13.1!15
095200	095200	46.13.1!16
095201	095201	46.13.1!17
095202	095202	46.13.1!18
095203	095203	46.13.1!19
095204	095204	46.13.2!1
095205	095205	46.13.2!2
095206	095206	46.13.2!3
095207	095207	46.13.2!4
095208	095208	46.13.2!5
095209	095209	46.13.2!6
095210	095210	46.13.2!7
095211	095211	46.13.2!8
095212	095212	46.13.2!9
095213	095213	46.13.2!10
095214	095214	46.13.2!11
095215	095215	46.13.2!12
095216	095216	46.13.2!13
095217	095217	46.13.2!14
095218	095218	46.13.2!15
095219	095219	46.13.2!16
095220	095220	46.13.2!17
095221	095221	46.13.2!18
095222	095222	46.13.2!19
095223	095223	46.13.2!20
095224	095224	46.13.2!21
095225	095225	46.13.2!22
095226	095226	46.13.2!23
095227	095227	46.13.2!24
095228	095228	46.13.2!25
095229	095229	46.13.2!26
095230	095230	46.13.2!27
095231	095231	46.13.2!28
095232	095232	46.13.3!1
095233	095233	46.13.3!2
095234	095234	46.13.3!3
095235	095235	46.13.3!4
095236	095236	46.13.3!5
095237	095237	46.13.3!6
095238	095238	46.13.3!7
095239	095239	46.13.3!8
095240	095240	46.13.3!9
095241	095241	46.13.3!10
095242	095242	46.13.3!11
095243	095243	46.13.3!12
095244	095244	46.13.3!13
095245	095245	46.13.3!14
095246	095246	46.13.3!15
095247	095247	46.13.3!16
095248	095248	46.13.3!17
095249	095249	46.13.3!18
095250	095250	46.13.3!19
095251	095251	46.13.3!20
095252	095252	46.13.4!1
095253	095253	46.13.4!2
095254	095254	46.13.4!3
095255	095255	46.13.4!4
095256	095256	46.13.4!5
095257	095257	46.13.4!6
095258	095258	46.13.4!7
095259	095259	46.13.4!8
095260	095260	46.13.4!9
095261	095261	46.13.4!10
095262	095262	46.13.4!11
095263	095263	46.13.4!12
095264	095264	46.13.4!13
095265	095265	46.13.4!14
095266	095266	46.13.5!1
095267	095267	46.13.5!2
095268	095268	46.13.5!3
095269	095269	46.13.5!4
095270	095270	46.13.5!5
095271	095271	46.13.5!6
095272	095272	46.13.5!7
095273	095273	46.13.5!8
095274	095274	46.13.5!9
095275	095275	46.13.5!10
095276	095276	46.13.5!11
095277	095277	46.13.5!12
095278	095278	46.13.6!1
095279	095279	46.13.6!2
095280	095280	46.13.6!3
095281	095281	46.13.6!4
095282	095282	46.13.6!5
095283	095283	46.13.6!6
095284	095284	46.13.6!7
095285	095285	46.13.6!8
095286	095286	46.13.6!9
095287	095287	46.13.7!1
095288	095288	46.13.7!2
095289	095289	46.13.7!3
095290	095290	46.13.7!4
095291	095291	46.13.7!5
095292	095292	46.13.7!6
095293	095293	46.13.7!7
095294	095294	46.13.7!8
095295	095295	46.13.8!1
095296	095296	46.13.8!2
095297	095297	46.13.8!3
095298	095298	46.13.8!4
095299	095299	46.13.8!5
095300	095300	46.13.8!6
095301	095301	46.13.8!7
095302	095302	46.13.8!8
095303	095303	46.13.8!9
095304	095304	46.13.8!10
095305	095305	46.13.8!11
095306	095306	46.13.8!12
095307	095307	46.13.8!13
095308	095308	46.13.8!14
095309	095309	46.13.9!1
095310	095310	46.13.9!2
095311	095311	46.13.9!3
095312	095312	46.13.9!4
095313	095313	46.13.9!5
095314	095314	46.13.9!6
095315	095315	46.13.9!7
095316	095316	46.13.9!8
095317	095317	46.13.10!1
095318	095318	46.13.10!2
095319	095319	46.13.10!3
095320	095320	46.13.10!4
095321	095321	46.13.10!5
095322	095322	46.13.10!6
095323	095323	46.13.10!7
095324	095324	46.13.10!8
095325	095325	46.13.10!9
095326	095326	46.13.11!1
095327	095327	46.13.11!2
095328	095328	46.13.11!3
095329	095329	46.13.11!4
095330	095330	46.13.11!5
095331	095331	46.13.11!6
095332	095332	46.13.11!7
095333	095333	46.13.11!8
095334	095334	46.13.11!9
095335	095335	46.13.11!10
095336	095336	46.13.11!11
095337	095337	46.13.11!12
095338	095338	46.13.11!13
095339	095339	46.13.11!14
095340	095340	46.13.11!15
095341	095341	46.13.11!16
095342	095342	46.13.11!17
095343	095343	46.13.11!18
095344	095344	46.13.11!19
095345	095345	46.13.12!1
095346	095346	46.13.12!2
095347	095347	46.13.12!3
095348	095348	46.13.12!4
095349	095349	46.13.12!5
095350	095350	46.13.12!6
095351	095351	46.13.12!7
095352	095352	46.13.12!8
095353	095353	46.13.12!9
095354	095354	46.13.12!10
095355	095355	46.13.12!11
095356	095356	46.13.12!12
095357	095357	46.13.12!13
095358	095358	46.13.12!14
095359	095359	46.13.12!15
095360	095360	46.13.12!16
095361	095361	46.13.12!17
095362	095362	46.13.12!18
095363	095363	46.13.12!19
095364	095364	46.13.12!20
095365	095365	46.13.12!21
095366	095366	46.13.12!22
095367	095367	46.13.13!1
095368	095368	46.13.13!2
095369	095369	46.13.13!3
095370	095370	46.13.13!4
095371	095371	46.13.13!5
095372	095372	46.13.13!6
095373	095373	46.13.13!7
095374	095374	46.13.13!8
095375	095375	46.13.13!9
095376	095376	46.13.13!10
095377	095377	46.13.13!11
095378	095378	46.13.13!12
095379	095379	46.13.13!13
095380	095380	46.13.13!14
095381	095381	46.14.1!1
095382	095382	46.14.1!2
095383	095383	46.14.1!3
095384	095384	46.14.1!4
095385	095385	46.14.1!5
095386	095386	46.14.1!6
095387	095387	46.14.1!7
095388	095388	46.14.1!8
095389	095389	46.14.1!9
095390	095390	46.14.1!10
095391	095391	46.14.1!11
095392	095392	46.14.2!1
095393	095393	46.14.2!2
095394	095394	46.14.2!3
095395	095395	46.14.2!4
095396	095396	46.14.2!5
095397	095397	46.14.2!6
095398	095398	46.14.2!7
095399	095399	46.14.2!8
095400	095400	46.14.2!9
095401	095401	46.14.2!10
095402	095402	46.14.2!11
095403	095403	46.14.2!12
095404	095404	46.14.2!13
095405	095405	46.14.2!14
095406	095406	46.14.2!15
095407	095407	46.14.2!16
095408	095408	46.14.3!1
095409	095409	46.14.3!2
095410	095410	46.14.3!3
095411	095411	46.14.3!4
095412	095412	46.14.3!5
095413	095413	46.14.3!6
095414	095414	46.14.3!7
095415	095415	46.14.3!8
095416	095416	46.14.3!9
095417	095417	46.14.3!10
095418	095418	46.14.4!1
095419	095419	46.14.4!2
095420	095420	46.14.4!3
095421	095421	46.14.4!4
095422	095422	46.14.4!5
095423	095423	46.14.4!6
095424	095424	46.14.4!7
095425	095425	46.14.4!8
095426	095426	46.14.4!9
095427	095427	46.14.4!10
095428	095428	46.14.5!1
095429	095429	46.14.5!2
095430	095430	46.14.5!3
095431	095431	46.14.5!4
095432	095432	46.14.5!5
095433	095433	46.14.5!6
095434	095434	46.14.5!7
095435	095435	46.14.5!8
095436	095436	46.14.5!9
095437	095437	46.14.5!10
095438	095438	46.14.5!11
095439	095439	46.14.5!12
095440	095440	46.14.5!13
095441	095441	46.14.5!14
095442	095442	46.14.5!15
095443	095443	46.14.5!16
095444	095444	46.14.5!17
095445	095445	46.14.5!18
095446	095446	46.14.5!19
095447	095447	46.14.5!20
095448	095448	46.14.5!21
095449	095449	46.14.5!22
095450	095450	46.14.5!23
095451	095451	46.14.5!24
095452	095452	46.14.5!25
095453	095453	46.14.5!26
095454	095454	46.14.5!27
095455	095455	46.14.6!1
095456	095456	46.14.6!2
095457	095457	46.14.6!3
095458	095458	46.14.6!4
095459	095459	46.14.6!5
095460	095460	46.14.6!6
095461	095461	46.14.6!7
095462	095462	46.14.6!8
095463	095463	46.14.6!9
095464	095464	46.14.6!10
095465	095465	46.14.6!11
095466	095466	46.14.6!12
095467	095467	46.14.6!13
095468	095468	46.14.6!14
095469	095469	46.14.6!15
095470	095470	46.14.6!16
095471	095471	46.14.6!17
095472	095472	46.14.6!18
095473	095473	46.14.6!19
095474	095474	46.14.6!20
095475	095475	46.14.6!21
095476	095476	46.14.6!22
095477	095477	46.14.6!23
095478	095478	46.14.6!24
095479	095479	46.14.6!25
095480	095480	46.14.6!26
095481	095481	46.14.6!27
095482	095482	46.14.6!28
095483	095483	46.14.7!1
095484	095484	46.14.7!2
095485	095485	46.14.7!3
095486	095486	46.14.7!4
095487	095487	46.14.7!5
095488	095488	46.14.7!6
095489	095489	46.14.7!7
095490	095490	46.14.7!8
095491	095491	46.14.7!9
095492	095492	46.14.7!10
095493	095493	46.14.7!11
095494	095494	46.14.7!12
095495	095495	46.14.7!13
095496	095496	46.14.7!14
095497	095497	46.14.7!15
095498	095498	46.14.7!16
095499	095499	46.14.7!17
095500	095500	46.14.7!18
095501	095501	46.14.7!19
095502	095502	46.14.7!20
095503	095503	46.14.7!21
095504	095504	46.14.7!22
095505	095505	46.14.8!1
095506	095506	46.14.8!2
095507	095507	46.14.8!3
095508	095508	46.14.8!4
095509	095509	46.14.8!5
095510	095510	46.14.8!6
095511	095511	46.14.8!7
095512	095512	46.14.8!8
095513	095513	46.14.8!9
095514	095514	46.14.8!10
095515	095515	46.14.8!11
095516	095516	46.14.9!1
095517	095517	46.14.9!2
095518	095518	46.14.9!3
095519	095519	46.14.9!4
095520	095520	46.14.9!5
095521	095521	46.14.9!6
095522	095522	46.14.9!7
095523	095523	46.14.9!8
095524	095524	46.14.9!9
095525	095525	46.14.9!10
095526	095526	46.14.9!11
095527	095527	46.14.9!12
095528	095528	46.14.9!13
095529	095529	46.14.9!14
095530	095530	46.14.9!15
095531	095531	46.14.9!16
095532	095532	46.14.9!17
095533	095533	46.14.9!18
095534	095534	46.14.9!19
095535	095535	46.14.9!20
095536	095536	46.14.10!1
095537	095537	46.14.10!2
095538	095538	46.14.10!3
095539	095539	46.14.10!4
095540	095540	46.14.10!5
095541	095541	46.14.10!6
095542	095542	46.14.10!7
095543	095543	46.14.10!8
095544	095544	46.14.10!9
095545	095545	46.14.10!10
095546	095546	46.14.10!11
095547	095547	46.14.11!1
095548	095548	46.14.11!2
095549	095549	46.14.11!3
095550	095550	46.14.11!4
095551	095551	46.14.11!5
095552	095552	46.14.11!6
095553	095553	46.14.11!7
095554	095554	46.14.11!8
095555	095555	46.14.11!9
095556	095556	46.14.11!10
095557	095557	46.14.11!11
095558	095558	46.14.11!12
095559	095559	46.14.11!13
095560	095560	46.14.11!14
095561	095561	46.14.11!15
095562	095562	46.14.11!16
095563	095563	46.14.11!17
095564	095564	46.14.11!18
095565	095565	46.14.12!1
095566	095566	46.14.12!2
095567	095567	46.14.12!3
095568	095568	46.14.12!4
095569	095569	46.14.12!5
095570	095570	46.14.12!6
095571	095571	46.14.12!7
095572	095572	46.14.12!8
095573	095573	46.14.12!9
095574	095574	46.14.12!10
095575	095575	46.14.12!11
095576	095576	46.14.12!12
095577	095577	46.14.12!13
095578	095578	46.14.12!14
095579	095579	46.14.12!15
095580	095580	46.14.13!1
095581	095581	46.14.13!2
095582	095582	46.14.13!3
095583	095583	46.14.13!4
095584	095584	46.14.13!5
095585	095585	46.14.13!6
095586	095586	46.14.13!7
095587	095587	46.14.14!1
095588	095588	46.14.14!2
095589	095589	46.14.14!3
095590	095590	46.14.14!4
095591	095591	46.14.14!5
095592	095592	46.14.14!6
095593	095593	46.14.14!7
095594	095594	46.14.14!8
095595	095595	46.14.14!9
095596	095596	46.14.14!10
095597	095597	46.14.14!11
095598	095598	46.14.14!12
095599	095599	46.14.14!13
095600	095600	46.14.14!14
095601	095601	46.14.15!1
095602	095602	46.14.15!2
095603	095603	46.14.15!3
095604	095604	46.14.15!4
095605	095605	46.14.15!5
095606	095606	46.14.15!6
095607	095607	46.14.15!7
095608	095608	46.14.15!8
095609	095609	46.14.15!9
095610	095610	46.14.15!10
095611	095611	46.14.15!11
095612	095612	46.14.15!12
095613	095613	46.14.15!13
095614	095614	46.14.15!14
095615	095615	46.14.15!15
095616	095616	46.14.15!16
095617	095617	46.14.15!17
095618	095618	46.14.15!18
095619	095619	46.14.15!19
095620	095620	46.14.16!1
095621	095621	46.14.16!2
095622	095622	46.14.16!3
095623	095623	46.14.16!4
095624	095624	46.14.16!5
095625	095625	46.14.16!6
095626	095626	46.14.16!7
095627	095627	46.14.16!8
095628	095628	46.14.16!9
095629	095629	46.14.16!10
095630	095630	46.14.16!11
095631	095631	46.14.16!12
095632	095632	46.14.16!13
095633	095633	46.14.16!14
095634	095634	46.14.16!15
095635	095635	46.14.16!16
095636	095636	46.14.16!17
095637	095637	46.14.16!18
095638	095638	46.14.16!19
095639	095639	46.14.16!20
095640	095640	46.14.16!21
095641	095641	46.14.16!22
095642	095642	46.14.16!23
095643	095643	46.14.16!24
095644	095644	46.14.17!1
095645	095645	46.14.17!2
095646	095646	46.14.17!3
095647	095647	46.14.17!4
095648	095648	46.14.17!5
095649	095649	46.14.17!6
095650	095650	46.14.17!7
095651	095651	46.14.17!8
095652	095652	46.14.17!9
095653	095653	46.14.17!10
095654	095654	46.14.18!1
095655	095655	46.14.18!2
095656	095656	46.14.18!3
095657	095657	46.14.18!4
095658	095658	46.14.18!5
095659	095659	46.14.18!6
095660	095660	46.14.18!7
095661	095661	46.14.18!8
095662	095662	46.14.19!1
095663	095663	46.14.19!2
095664	095664	46.14.19!3
095665	095665	46.14.19!4
095666	095666	46.14.19!5
095667	095667	46.14.19!6
095668	095668	46.14.19!7
095669	095669	46.14.19!8
095670	095670	46.14.19!9
095671	095671	46.14.19!10
095672	095672	46.14.19!11
095673	095673	46.14.19!12
095674	095674	46.14.19!13
095675	095675	46.14.19!14
095676	095676	46.14.19!15
095677	095677	46.14.19!16
095678	095678	46.14.19!17
095679	095679	46.14.19!18
095680	095680	46.14.19!19
095681	095681	46.14.20!1
095682	095682	46.14.20!2
095683	095683	46.14.20!3
095684	095684	46.14.20!4
095685	095685	46.14.20!5
095686	095686	46.14.20!6
095687	095687	46.14.20!7
095688	095688	46.14.20!8
095689	095689	46.14.20!9
095690	095690	46.14.20!10
095691	095691	46.14.20!11
095692	095692	46.14.20!12
095693	095693	46.14.20!13
095694	095694	46.14.20!14
095695	095695	46.14.20!15
095696	095696	46.14.21!1
095697	095697	46.14.21!2
095698	095698	46.14.21!3
095699	095699	46.14.21!4
095700	095700	46.14.21!5
095701	095701	46.14.21!6
095702	095702	46.14.21!7
095703	095703	46.14.21!8
095704	095704	46.14.21!9
095705	095705	46.14.21!10
095706	095706	46.14.21!11
095707	095707	46.14.21!12
095708	095708	46.14.21!13
095709	095709	46.14.21!14
095710	095710	46.14.21!15
095711	095711	46.14.21!16
095712	095712	46.14.21!17
095713	095713	46.14.21!18
095714	095714	46.14.21!19
095715	095715	46.14.21!20
095716	095716	46.14.21!21
095717	095717	46.14.21!22
095718	095718	46.14.22!1
095719	095719	46.14.22!2
095720	095720	46.14.22!3
095721	095721	46.14.22!4
095722	095722	46.14.22!5
095723	095723	46.14.22!6
095724	095724	46.14.22!7
095725	095725	46.14.22!8
095726	095726	46.14.22!9
095727	095727	46.14.22!10
095728	095728	46.14.22!11
095729	095729	46.14.22!12
095730	095730	46.14.22!13
095731	095731	46.14.22!14
095732	095732	46.14.22!15
095733	095733	46.14.22!16
095734	095734	46.14.22!17
095735	095735	46.14.22!18
095736	095736	46.14.22!19
095737	095737	46.14.22!20
095738	095738	46.14.22!21
095739	095739	46.14.23!1
095740	095740	46.14.23!2
095741	095741	46.14.23!3
095742	095742	46.14.23!4
095743	095743	46.14.23!5
095744	095744	46.14.23!6
095745	095745	46.14.23!7
095746	095746	46.14.23!8
095747	095747	46.14.23!9
095748	095748	46.14.23!10
095749	095749	46.14.23!11
095750	095750	46.14.23!12
095751	095751	46.14.23!13
095752	095752	46.14.23!14
095753	095753	46.14.23!15
095754	095754	46.14.23!16
095755	095755	46.14.23!17
095756	095756	46.14.23!18
095757	095757	46.14.23!19
095758	095758	46.14.23!20
095759	095759	46.14.23!21
095760	095760	46.14.23!22
095761	095761	46.14.24!1
095762	095762	46.14.24!2
095763	095763	46.14.24!3
095764	095764	46.14.24!4
095765	095765	46.14.24!5
095766	095766	46.14.24!6
095767	095767	46.14.24!7
095768	095768	46.14.24!8
095769	095769	46.14.24!9
095770	095770	46.14.24!10
095771	095771	46.14.24!11
095772	095772	46.14.24!12
095773	095773	46.14.24!13
095774	095774	46.14.24!14
095775	095775	46.14.24!15
095776	095776	46.14.24!16
095777	095777	46.14.25!1
095778	095778	46.14.25!2
095779	095779	46.14.25!3
095780	095780	46.14.25!4
095781	095781	46.14.25!5
095782	095782	46.14.25!6
095783	095783	46.14.25!7
095784	095784	46.14.25!8
095785	095785	46.14.25!9
095786	095786	46.14.25!10
095787	095787	46.14.25!11
095788	095788	46.14.25!12
095789	095789	46.14.25!13
095790	095790	46.14.25!14
095791	095791	46.14.25!15
095792	095792	46.14.25!16
095793	095793	46.14.25!17
095794	095794	46.14.25!18
095795	095795	46.14.25!19
095796	095796	46.14.25!20
095797	095797	46.14.25!21
095798	095798	46.14.25!22
095799	095799	46.14.25!23
095800	095800	46.14.26!1
095801	095801	46.14.26!2
095802	095802	46.14.26!3
095803	095803	46.14.26!4
095804	095804	46.14.26!5
095805	095805	46.14.26!6
095806	095806	46.14.26!7
095807	095807	46.14.26!8
095808	095808	46.14.26!9
095809	095809	46.14.26!10
095810	095810	46.14.26!11
095811	095811	46.14.26!12
095812	095812	46.14.26!13
095813	095813	46.14.26!14
095814	095814	46.14.26!15
095815	095815	46.14.26!16
095816	095816	46.14.26!17
095817	095817	46.14.26!18
095818	095818	46.14.26!19
095819	095819	46.14.26!20
095820	095820	46.14.26!21
095821	095821	46.14.27!1
095822	095822	46.14.27!2
095823	095823	46.14.27!3
095824	095824	46.14.27!4
095825	095825	46.14.27!5
095826	095826	46.14.27!6
095827	095827	46.14.27!7
095828	095828	46.14.27!8
095829	095829	46.14.27!9
095830	095830	46.14.27!10
095831	095831	46.14.27!11
095832	095832	46.14.27!12
095833	095833	46.14.27!13
095834	095834	46.14.27!14
095835	095835	46.14.27!15
095836	095836	46.14.27!16
095837	095837	46.14.28!1
095838	095838	46.14.28!2
095839	095839	46.14.28!3
095840	095840	46.14.28!4
095841	095841	46.14.28!5
095842	095842	46.14.28!6
095843	095843	46.14.28!7
095844	095844	46.14.28!8
095845	095845	46.14.28!9
095846	095846	46.14.28!10
095847	095847	46.14.28!11
095848	095848	46.14.28!12
095849	095849	46.14.28!13
095850	095850	46.14.28!14
095851	095851	46.14.29!1
095852	095852	46.14.29!2
095853	095853	46.14.29!3
095854	095854	46.14.29!4
095855	095855	46.14.29!5
095856	095856	46.14.29!6
095857	095857	46.14.29!7
095858	095858	46.14.29!8
095859	095859	46.14.29!9
095860	095860	46.14.29!10
095861	095861	46.14.30!1
095862	095862	46.14.30!2
095863	095863	46.14.30!3
095864	095864	46.14.30!4
095865	095865	46.14.30!5
095866	095866	46.14.30!6
095867	095867	46.14.30!7
095868	095868	46.14.30!8
095869	095869	46.14.31!1
095870	095870	46.14.31!2
095871	095871	46.14.31!3
095872	095872	46.14.31!4
095873	095873	46.14.31!5
095874	095874	46.14.31!6
095875	095875	46.14.31!7
095876	095876	46.14.31!8
095877	095877	46.14.31!9
095878	095878	46.14.31!10
095879	095879	46.14.31!11
095880	095880	46.14.31!12
095881	095881	46.14.32!1
095882	095882	46.14.32!2
095883	095883	46.14.32!3
095884	095884	46.14.32!4
095885	095885	46.14.32!5
095886	095886	46.14.33!1
095887	095887	46.14.33!2
095888	095888	46.14.33!3
095889	095889	46.14.33!4
095890	095890	46.14.33!5
095891	095891	46.14.33!6
095892	095892	46.14.33!7
095893	095893	46.14.33!8
095894	095894	46.14.33!9
095895	095895	46.14.33!10
095896	095896	46.14.33!11
095897	095897	46.14.33!12
095898	095898	46.14.33!13
095899	095899	46.14.33!14
095900	095900	46.14.33!15
095901	095901	46.14.34!1
095902	095902	46.14.34!2
095903	095903	46.14.34!3
095904	095904	46.14.34!4
095905	095905	46.14.34!5
095906	095906	46.14.34!6
095907	095907	46.14.34!7
095908	095908	46.14.34!8
095909	095909	46.14.34!9
095910	095910	46.14.34!10
095911	095911	46.14.34!11
095912	095912	46.14.34!12
095913	095913	46.14.34!13
095914	095914	46.14.34!14
095915	095915	46.14.34!15
095916	095916	46.14.34!16
095917	095917	46.14.34!17
095918	095918	46.14.34!18
095919	095919	46.14.35!1
095920	095920	46.14.35!2
095921	095921	46.14.35!3
095922	095922	46.14.35!4
095923	095923	46.14.35!5
095924	095924	46.14.35!6
095925	095925	46.14.35!7
095926	095926	46.14.35!8
095927	095927	46.14.35!9
095928	095928	46.14.35!10
095929	095929	46.14.35!11
095930	095930	46.14.35!12
095931	095931	46.14.35!13
095932	095932	46.14.35!14
095933	095933	46.14.35!15
095934	095934	46.14.35!16
095935	095935	46.14.35!17
095936	095936	46.14.35!18
095937	095937	46.14.36!1
095938	095938	46.14.36!2
095939	095939	46.14.36!3
095940	095940	46.14.36!4
095941	095941	46.14.36!5
095942	095942	46.14.36!6
095943	095943	46.14.36!7
095944	095944	46.14.36!8
095945	095945	46.14.36!9
095946	095946	46.14.36!10
095947	095947	46.14.36!11
095948	095948	46.14.36!12
095949	095949	46.14.36!13
095950	095950	46.14.37!1
095951	095951	46.14.37!2
095952	095952	46.14.37!3
095953	095953	46.14.37!4
095954	095954	46.14.37!5
095955	095955	46.14.37!6
095956	095956	46.14.37!7
095957	095957	46.14.37!8
095958	095958	46.14.37!9
095959	095959	46.14.37!10
095960	095960	46.14.37!11
095961	095961	46.14.37!12
095962	095962	46.14.37!13
095963	095963	46.14.37!14
095964	095964	46.14.37!15
095965	095965	46.14.38!1
095966	095966	46.14.38!2
095967	095967	46.14.38!3
095968	095968	46.14.38!4
095969	095969	46.14.38!5
095970	095970	46.14.39!1
095971	095971	46.14.39!2
095972	095972	46.14.39!3
095973	095973	46.14.39!4
095974	095974	46.14.39!5
095975	095975	46.14.39!6
095976	095976	46.14.39!7
095977	095977	46.14.39!8
095978	095978	46.14.39!9
095979	095979	46.14.39!10
095980	095980	46.14.39!11
095981	095981	46.14.39!12
095982	095982	46.14.40!1
095983	095983	46.14.40!2
095984	095984	46.14.40!3
095985	095985	46.14.40!4
095986	095986	46.14.40!5
095987	095987	46.14.40!6
095988	095988	46.14.40!7
095989	095989	46.15.1!1
095990	095990	46.15.1!2
095991	095991	46.15.1!3
095992	095992	46.15.1!4
095993	095993	46.15.1!5
095994	095994	46.15.1!6
095995	095995	46.15.1!7
095996	095996	46.15.1!8
095997	095997	46.15.1!9
095998	095998	46.15.1!10
095999	095999	46.15.1!11
096000	096000	46.15.1!12
096001	096001	46.15.1!13
096002	096002	46.15.1!14
096003	096003	46.15.1!15
096004	096004	46.15.1!16
096005	096005	46.15.2!1
096006	096006	46.15.2!2
096007	096007	46.15.2!3
096008	096008	46.15.2!4
096009	096009	46.15.2!5
096010	096010	46.15.2!6
096011	096011	46.15.2!7
096012	096012	46.15.2!8
096013	096013	46.15.2!9
096014	096014	46.15.2!10
096015	096015	46.15.2!11
096016	096016	46.15.2!12
096017	096017	46.15.2!13
096018	096018	46.15.2!14
096019	096019	46.15.2!15
096020	096020	46.15.3!1
096021	096021	46.15.3!2
096022	096022	46.15.3!3
096023	096023	46.15.3!4
096024	096024	46.15.3!5
096025	096025	46.15.3!6
096026	096026	46.15.3!7
096027	096027	46.15.3!8
096028	096028	46.15.3!9
096029	096029	46.15.3!10
096030	096030	46.15.3!11
096031	096031	46.15.3!12
096032	096032	46.15.3!13
096033	096033	46.15.3!14
096034	096034	46.15.3!15
096035	096035	46.15.3!16
096036	096036	46.15.3!17
096037	096037	46.15.3!18
096038	096038	46.15.4!1
096039	096039	46.15.4!2
096040	096040	46.15.4!3
096041	096041	46.15.4!4
096042	096042	46.15.4!5
096043	096043	46.15.4!6
096044	096044	46.15.4!7
096045	096045	46.15.4!8
096046	096046	46.15.4!9
096047	096047	46.15.4!10
096048	096048	46.15.4!11
096049	096049	46.15.4!12
096050	096050	46.15.4!13
096051	096051	46.15.5!1
096052	096052	46.15.5!2
096053	096053	46.15.5!3
096054	096054	46.15.5!4
096055	096055	46.15.5!5
096056	096056	46.15.5!6
096057	096057	46.15.5!7
096058	096058	46.15.6!1
096059	096059	46.15.6!2
096060	096060	46.15.6!3
096061	096061	46.15.6!4
096062	096062	46.15.6!5
096063	096063	46.15.6!6
096064	096064	46.15.6!7
096065	096065	46.15.6!8
096066	096066	46.15.6!9
096067	096067	46.15.6!10
096068	096068	46.15.6!11
096069	096069	46.15.6!12
096070	096070	46.15.6!13
096071	096071	46.15.6!14
096072	096072	46.15.6!15
096073	096073	46.15.6!16
096074	096074	46.15.7!1
096075	096075	46.15.7!2
096076	096076	46.15.7!3
096077	096077	46.15.7!4
096078	096078	46.15.7!5
096079	096079	46.15.7!6
096080	096080	46.15.7!7
096081	096081	46.15.8!1
096082	096082	46.15.8!2
096083	096083	46.15.8!3
096084	096084	46.15.8!4
096085	096085	46.15.8!5
096086	096086	46.15.8!6
096087	096087	46.15.8!7
096088	096088	46.15.8!8
096089	096089	46.15.9!1
096090	096090	46.15.9!2
096091	096091	46.15.9!3
096092	096092	46.15.9!4
096093	096093	46.15.9!5
096094	096094	46.15.9!6
096095	096095	46.15.9!7
096096	096096	46.15.9!8
096097	096097	46.15.9!9
096098	096098	46.15.9!10
096099	096099	46.15.9!11
096100	096100	46.15.9!12
096101	096101	46.15.9!13
096102	096102	46.15.9!14
096103	096103	46.15.9!15
096104	096104	46.15.9!16
096105	096105	46.15.9!17
096106	096106	46.15.9!18
096107	096107	46.15.9!19
096108	096108	46.15.10!1
096109	096109	46.15.10!2
096110	096110	46.15.10!3
096111	096111	46.15.10!4
096112	096112	46.15.10!5
096113	096113	46.15.10!6
096114	096114	46.15.10!7
096115	096115	46.15.10!8
096116	096116	46.15.10!9
096117	096117	46.15.10!10
096118	096118	46.15.10!11
096119	096119	46.15.10!12
096120	096120	46.15.10!13
096121	096121	46.15.10!14
096122	096122	46.15.10!15
096123	096123	46.15.10!16
096124	096124	46.15.10!17
096125	096125	46.15.10!18
096126	096126	46.15.10!19
096127	096127	46.15.10!20
096128	096128	46.15.10!21
096129	096129	46.15.10!22
096130	096130	46.15.10!23
096131	096131	46.15.10!24
096132	096132	46.15.10!25
096133	096133	46.15.10!26
096134	096134	46.15.10!27
096135	096135	46.15.10!28
096136	096136	46.15.10!29
096137	096137	46.15.10!30
096138	096138	46.15.10!31
096139	096139	46.15.10!32
096140	096140	46.15.11!1
096141	096141	46.15.11!2
096142	096142	46.15.11!3
096143	096143	46.15.11!4
096144	096144	46.15.11!5
096145	096145	46.15.11!6
096146	096146	46.15.11!7
096147	096147	46.15.11!8
096148	096148	46.15.11!9
096149	096149	46.15.11!10
096150	096150	46.15.12!1
096151	096151	46.15.12!2
096152	096152	46.15.12!3
096153	096153	46.15.12!4
096154	096154	46.15.12!5
096155	096155	46.15.12!6
096156	096156	46.15.12!7
096157	096157	46.15.12!8
096158	096158	46.15.12!9
096159	096159	46.15.12!10
096160	096160	46.15.12!11
096161	096161	46.15.12!12
096162	096162	46.15.12!13
096163	096163	46.15.12!14
096164	096164	46.15.12!15
096165	096165	46.15.12!16
096166	096166	46.15.12!17
096167	096167	46.15.12!18
096168	096168	46.15.13!1
096169	096169	46.15.13!2
096170	096170	46.15.13!3
096171	096171	46.15.13!4
096172	096172	46.15.13!5
096173	096173	46.15.13!6
096174	096174	46.15.13!7
096175	096175	46.15.13!8
096176	096176	46.15.13!9
096177	096177	46.15.14!1
096178	096178	46.15.14!2
