OGNTsort	BGBsort	Book	Chapter	Verse	【Heading】	Crossref
049962	62243	43	2	1	【The Wedding at Cana】	
050147	62472	43	2	12	【Jesus Cleanses the Temple】	『matthew｜21｜12｜Matthew 21:12-17』『mark｜11｜15｜Mark 11:15-19』『luke｜19｜45｜Luke 19:45-48』
050393	62774	43	3	1	【Jesus and Nicodemus】	
050652	63099	43	3	16	<pm>¶</pm>【For God So Loved】	『genesis｜22｜1｜Genesis 22:1-10』『romans｜5｜6｜Romans 5:6-11』
050788	63259	43	3	22	【John's Testimony about Jesus】	
051051	63582	43	4	1	【Jesus and the Samaritan Woman】	
051500	64135	43	4	27	【The Disciples Return and Marvel】	
051692	64375	43	4	39	【Many Samaritans Believe】	
051764	64463	43	4	43	<pm>¶</pm>【Jesus Heals the Official's Son】	『matthew｜8｜5｜Matthew 8:5-13』『luke｜7｜1｜Luke 7:1-10』
051988	64735	43	5	1	【The Pool of Bethesda】	
052211	65051	43	5	16	<pm>¶</pm>【The Father and the Son】	
052519	65419	43	5	31	<pm>¶</pm>【Testimonies about Jesus】	
052654	65586	43	5	39	<pm>¶</pm>【The Witness of Scripture】	『luke｜16｜19｜Luke 16:19-31』
052780	65748	43	6	1	【The Feeding of the Five Thousand】	『matthew｜14｜13｜Matthew 14:13-21』『mark｜6｜30｜Mark 6:30-44』『luke｜9｜10｜Luke 9:10-17』
053016	66044	43	6	16	<pm>¶</pm>【Jesus Walks on Water】	『matthew｜14｜22｜Matthew 14:22-33』『mark｜6｜45｜Mark 6:45-52』
053103	66155	43	6	22	【Jesus the Bread of Life】	
053819	67019	43	6	59	【Many Disciples Turn Back】	『matthew｜8｜18｜Matthew 8:18-22』『luke｜9｜57｜Luke 9:57-62』『luke｜14｜25｜Luke 14:25-33』
053939	67167	43	6	66	<pm>¶</pm>【Peter's Confession of Faith】	『matthew｜16｜13｜Matthew 16:13-20』『mark｜8｜27｜Mark 8:27-30』『luke｜9｜18｜Luke 9:18-20』
054021	67273	43	7	1	【Jesus Teaches at the Feast】	
054411	67760	43	7	25	【Is Jesus the Christ?】	
054632	68030	43	7	37	【Living Water】	
054692	68102	43	7	40	【Division Regarding Jesus】	
054765	68196	43	7	45	【Unbelief of the Jewish Leaders】	
054874	68342	43	7	53	【The Woman Caught in Adultery】	
055043	68584	43	8	12	<pm>¶</pm>【Jesus the Light of the World】	『1_john｜1｜5｜1 John 1:5-10』
055403	69015	43	8	30	【The Truth will Set You Free】	『2_john｜1｜4｜2 John 1:4-6』
055500	69140	43	8	37	【The Children of the Devil】	
055736	69420	43	8	48	【Before Abraham was Born, I Am】	
055951	69690	43	9	1	【Jesus Heals the Man Born Blind】	
056142	69929	43	9	13	【The Pharisees Investigate the Healing】	
056533	70408	43	9	35	【Spiritual Blindness】	
056643	70546	43	10	1	【Jesus the Good Shepherd】	『psalms｜23｜1｜Psalm 23:1-6』『ezekiel｜34｜11｜Ezekiel 34:11-24』
057010	70998	43	10	22	【The Unbelief of the Jews】	
057292	71353	43	10	40	【John's Testimony Confirmed】	
057338	71411	43	11	1	【The Death of Lazarus】	
057586	71723	43	11	17	【Jesus Comforts Martha and Mary】	
057916	72137	43	11	38	【Jesus Raises Lazarus】	『acts｜20｜7｜Acts 20:7-12』
058042	72291	43	11	45	【The Plot to Kill Jesus】	『matthew｜26｜1｜Matthew 26:1-5』『mark｜14｜1｜Mark 14:1-2』『luke｜22｜1｜Luke 22:1-6』
058283	72584	43	12	1	【Mary Anoints Jesus】	『matthew｜26｜6｜Matthew 26:6-13』『mark｜14｜3｜Mark 14:3-9』
058426	72759	43	12	9	【The Plot to Kill Lazarus】	
058475	72820	43	12	12	【The Triumphal Entry】	『zechariah｜9｜9｜Zechariah 9:9-13』『matthew｜21｜1｜Matthew 21:1-11』『mark｜11｜1｜Mark 11:1-11』『luke｜19｜28｜Luke 19:28-40』
